date,Tavg
2013,26.2
2013,26.5
2013,27.7
2013,27.6
2013,26.1
2013,27.1
2013,27.8
2013,25.9
2013,25.2
2013,25.6
2013,26.8
2013,26.0
2013,26.9
2013,27.0
2013,27.0
2013,24.9
2013,25.8
2013,24.6
2013,27.2
2013,26.3
2013,26.9
2013,26.8
2013,26.2
2013,26.5
2013,27.8
2013,28.0
2013,28.4
2013,27.2
2013,27.0
2013,27.3
2013,28.0
2013,27.9
2013,27.5
2013,27.1
2013,27.9
2013,27.8
2013,26.9
2013,27.7
2013,27.5
2013,27.9
2013,28.9
2013,27.5
2013,28.3
2013,27.9
2013,28.4
2013,27.5
2013,28.1
2013,27.7
2013,27.6
2013,28.0
2013,28.5
2013,28.2
2013,27.8
2013,28.0
2013,28.2
2013,28.4
2013,27.5
2013,27.5
2013,29.0
2013,27.7
2013,26.2
2013,26.5
2013,26.7
2013,26.6
2013,26.9
2013,26.7
2013,27.9
2013,27.8
2013,29.0
2013,28.7
2013,27.3
2013,27.0
2013,26.9
2013,27.5
2013,27.2
2013,26.8
2013,27.6
2013,28.4
2013,27.5
2013,27.6
2013,28.2
2013,29.0
2013,27.8
2013,26.5
2013,27.9
2013,28.1
2013,26.6
2013,26.7
2013,28.4
2013,28.0
2013,25.9
2013,26.4
2013,27.5
2013,27.8
2013,28.4
2013,29.2
2013,29.0
2013,29.4
2013,27.8
2013,27.9
2013,28.9
2013,27.8
2013,28.3
2013,28.6
2013,28.6
2013,27.2
2013,27.5
2013,28.0
2013,28.0
2013,28.9
2013,29.2
2013,28.1
2013,27.4
2013,27.6
2013,27.7
2013,26.7
2013,28.0
2013,28.5
2013,28.8
2013,28.0
2013,25.2
2013,25.9
2013,25.4
2013,25.1
2013,25.2
2013,28.2
2013,27.3
2013,28.1
2013,27.5
2013,24.3
2013,26.3
2013,27.7
2013,28.0
2013,28.8
2013,28.4
2013,28.6
2013,27.9
2013,27.7
2013,27.5
2013,28.0
2013,27.9
2013,28.6
2013,28.0
2013,26.2
2013,24.8
2013,26.8
2013,28.1
2013,28.1
2013,27.7
2013,26.6
2013,28.7
2013,27.7
2013,27.7
2013,27.1
2013,28.1
2013,28.1
2013,28.6
2013,25.9
2013,28.5
2013,28.7
2013,28.3
2013,28.7
2013,27.6
2013,28.6
2013,28.6
2013,28.8
2013,28.1
2013,28.6
2013,27.8
2013,27.0
2013,28.9
2013,28.0
2013,27.9
2013,25.9
2013,26.6
2013,27.7
2013,26.4
2013,26.0
2013,26.7
2013,27.5
2013,27.0
2013,26.6
2013,25.8
2013,25.6
2013,26.7
2013,26.5
2013,27.6
2013,28.6
2013,27.5
2013,27.4
2013,27.6
2013,27.1
2013,27.6
2013,27.7
2013,28.0
2013,28.2
2013,28.6
2013,28.8
2013,27.4
2013,28.4
2013,28.2
2013,27.2
2013,27.4
2013,27.2
2013,25.0
2013,25.3
2013,26.4
2013,25.3
2013,26.5
2013,24.6
2013,26.5
2013,26.9
2013,25.0
2013,25.0
2013,24.7
2013,26.7
2013,26.8
2013,27.4
2013,29.0
2013,27.3
2013,27.8
2013,28.3
2013,28.3
2013,28.7
2013,29.1
2013,28.7
2013,28.3
2013,28.4
2013,28.9
2013,28.0
2013,28.4
2013,28.2
2013,27.3
2013,27.4
2013,27.9
2013,27.0
2013,26.3
2013,27.0
2013,26.5
2013,25.5
2013,26.5
2013,28.1
2013,28.5
2013,26.8
2013,25.9
2013,26.3
2013,25.6
2013,26.6
2013,26.6
2013,25.3
2013,27.1
2013,25.9
2013,26.5
2013,26.2
2013,26.0
2013,26.1
2013,27.1
2013,26.8
2013,26.5
2013,24.8
2013,24.8
2013,26.6
2013,26.2
2013,26.5
2013,26.5
2013,25.7
2013,24.5
2013,26.7
2013,25.8
2013,26.2
2013,26.3
2013,26.5
2013,26.6
2013,27.1
2013,25.8
2013,25.9
2013,25.4
2013,26.4
2013,26.8
2013,26.2
2013,26.7
2013,25.6
2013,26.1
2013,26.4
2013,26.1
2013,25.4
2013,28.3
2013,28.0
2013,26.7
2013,26.8
2013,25.9
2013,26.2
2013,25.8
2013,26.3
2013,25.9
2013,25.6
2013,25.1
2013,25.4
2013,25.0
2013,25.7
2013,26.5
2013,26.1
2013,25.6
2013,26.0
2013,25.6
2013,27.4
2013,26.0
2013,26.0
2013,25.2
2013,27.4
2013,26.2
2013,26.8
2013,26.3
2013,25.6
2013,24.4
2013,25.9
2013,26.4
2013,26.1
2013,25.2
2013,24.8
2013,23.3
2013,23.8
2013,26.2
2013,26.0
2014,27.7
2014,27.8
2014,26.6
2014,27.3
2014,27.4
2014,27.8
2014,27.4
2014,27.4
2014,27.7
2014,27.6
2014,28.1
2014,28.4
2014,29.2
2014,29.5
2014,26.7
2014,26.9
2014,25.3
2014,29.0
2014,29.9
2014,28.7
2014,26.7
2014,24.2
2014,25.5
2014,26.9
2014,26.1
2014,26.7
2014,26.8
2014,26.5
2014,26.0
2014,25.5
2014,26.7
2014,24.7
2014,27.1
2014,27.1
2014,25.4
2014,26.2
2014,24.3
2014,24.0
2014,25.4
2014,26.6
2014,26.4
2015,26.5
2015,26.1
2015,26.7
2015,26.4
2015,25.3
2015,25.8
2015,26.1
2015,25.0
2015,27.1
2015,26.6
2015,26.9
2015,26.5
2015,25.8
2015,25.8
2015,27.3
2015,25.6
2015,24.8
2015,26.9
2015,25.8
2015,25.6
2015,26.6
2015,27.1
2015,27.1
2015,26.7
2015,26.6
2015,27.1
2015,28.4
2015,27.2
2015,27.0
2015,27.1
2015,27.5
2015,27.5
2015,28.1
2015,27.5
2015,28.7
2015,27.7
2015,28.0
2015,27.4
2015,27.3
2015,26.5
2015,27.2
2015,26.6
2015,26.7
2015,26.9
2015,25.9
2015,26.1
2015,27.7
2015,27.5
2015,27.0
2015,27.7
2015,25.2
2015,26.4
2015,27.0
2015,26.9
2015,27.9
2015,28.2
2015,27.5
2015,27.6
2015,25.5
2015,26.0
2015,27.4
2015,26.4
2015,30.1
2015,28.0
2015,28.3
2015,28.5
2015,27.5
2015,24.9
2015,27.3
2015,26.7
2015,27.7
2015,28.1
2015,27.5
2015,26.7
2015,26.6
2015,27.6
2015,28.2
2015,27.6
2015,27.4
2015,25.1
2015,28.2
2015,27.9
2015,26.3
2015,26.9
2015,26.1
2015,27.6
2015,27.6
2015,28.1
2015,27.9
2015,26.6
2015,26.5
2015,26.9
2015,25.8
2015,26.1
2015,27.3
2015,26.9
2015,26.7
2015,27.4
2015,27.2
2015,27.7
2015,27.6
2015,27.7
2015,27.9
2015,26.6
2015,26.5
2015,26.8
2015,25.3
2015,27.6
2015,27.0
2015,27.2
2015,26.6
2015,26.7
2015,26.6
2015,26.3
2015,26.0
2015,27.5
2015,26.2
2015,26.9
2015,27.6
2015,26.2
2015,26.1
2015,25.3
2015,25.7
2015,27.3
2015,26.8
2015,26.4
2015,26.0
2015,25.4
2015,26.2
2015,27.0
2015,24.9
2015,26.3
2015,26.4
2015,26.5
2015,25.8
2015,25.2
2015,26.6
2015,27.6
2015,27.4
2015,27.3
2015,25.6
2015,25.9
2015,26.9
2015,27.4
2015,27.2
2015,26.9
2015,26.7
2015,27.2
2015,26.9
2015,25.6
2015,25.8
2015,25.1
2015,25.3
2015,26.3
2015,25.5
2015,27.9
2015,26.0
2015,26.4
2015,27.0
2016,27.6
2016,26.2
2016,27.2
2016,27.6
2016,27.3
2016,28.2
2016,27.7
2016,26.8
2016,27.1
2016,26.5
2016,27.1
2016,25.6
2016,26.2
2016,26.7
2016,27.6
2016,27.6
2016,28.0
2016,25.7
2016,26.7
2016,25.7
2016,27.2
2016,27.7
2016,27.8
2016,26.8
2016,26.3
2016,26.6
2016,27.1
2016,27.0
2016,25.5
2016,25.8
2016,26.1
2016,27.0
2016,26.5
2016,25.9
2016,26.7
2016,27.9
2016,27.8
2016,27.9
2016,27.7
2016,27.4
2016,27.0
2016,28.4
2016,27.8
2016,27.9
2016,27.7
2016,28.0
2016,27.5
2016,27.5
2016,28.8
2016,28.1
2016,28.0
2016,27.7
2016,28.4
2016,28.9
2016,28.8
2016,28.0
2016,28.5
2016,28.3
2016,27.3
2016,28.6
2016,27.2
2016,27.2
2016,28.3
2016,27.7
2016,27.8
2016,28.3
2016,28.7
2016,28.4
2016,27.8
2016,28.6
2016,27.9
2016,28.9
2016,28.5
2016,29.4
2016,28.6
2016,28.3
2016,28.2
2016,29.2
2016,28.8
2016,28.4
2016,29.0
2016,28.5
2016,29.1
2016,29.4
2016,29.2
2016,29.8
2016,28.2
2016,27.6
2016,28.3
2016,28.2
2016,29.6
2016,29.6
2016,29.5
2016,28.6
2016,27.6
2016,28.2
2016,28.9
2016,29.8
2016,29.3
2016,27.2
2016,29.3
2016,29.3
2016,27.2
2016,27.6
2016,26.9
2016,28.3
2016,26.3
2016,25.6
2016,26.3
2016,28.5
2016,28.0
2016,28.8
2016,29.4
2016,28.2
2016,28.7
2016,28.7
2016,29.2
2016,29.3
2016,27.7
2016,27.4
2016,28.7
2016,27.2
2016,27.5
2016,25.2
2016,27.7
2016,27.6
2016,26.6
2016,28.6
2016,25.6
2016,28.4
2016,28.3
2016,29.8
2016,29.8
2016,29.6
2016,29.4
2016,28.3
2016,29.2
2016,28.5
2016,28.8
2016,26.1
2016,26.7
2016,29.4
2016,26.9
2016,28.7
2016,28.9
2016,29.2
2016,28.6
2016,27.0
2016,28.0
2016,27.2
2016,26.6
2016,25.5
2016,26.6
2016,26.2
2016,28.2
2016,27.2
2016,27.2
2016,26.0
2016,26.9
2016,27.8
2016,28.2
2016,27.8
2016,27.9
2016,28.3
2016,29.9
2016,28.2
2016,27.4
2016,26.6
2016,26.8
2016,26.6
2016,27.6
2016,25.4
2016,27.7
2016,27.5
2016,28.0
2016,27.8
2016,27.9
2016,27.8
2016,28.4
2016,25.7
2016,25.7
2016,26.6
2016,26.3
2016,27.3
2016,27.2
2016,26.7
2016,27.8
2016,26.7
2016,27.3
2016,26.6
2016,25.3
2016,25.7
2016,27.0
2016,27.5
2016,27.5
2016,28.4
2016,28.0
2016,28.6
2016,26.8
2016,27.8
2016,26.8
2016,26.5
2016,28.0
2016,28.2
2016,28.0
2016,27.8
2016,27.1
2016,27.0
2016,25.9
2016,27.9
2016,27.9
2016,27.4
2016,27.8
2016,24.7
2016,26.4
2016,25.5
2016,27.5
2016,27.5
2016,27.7
2016,27.8
2016,28.2
2016,27.8
2016,26.4
2016,26.6
2016,25.3
2016,25.7
2016,24.6
2016,25.5
2016,26.1
2016,25.0
2016,26.1
2016,26.1
2016,26.6
2016,26.5
2016,27.2
2016,26.8
2016,25.7
2016,25.7
2016,26.5
2016,25.9
2016,26.2
2016,26.3
2016,24.6
2016,26.7
2016,26.8
2016,25.5
2016,26.0
2016,25.4
2016,27.1
2016,26.8
2016,26.4
2016,27.0
2016,26.8
2016,26.3
2016,27.5
2016,27.3
2016,27.2
2016,26.0
2016,26.4
2016,26.0
2016,26.8
2016,26.8
2016,25.0
2016,26.2
2016,23.8
2016,27.6
2016,25.3
2016,27.2
2016,25.8
2016,27.8
2016,26.6
2016,25.8
2016,26.4
2016,26.4
2016,27.6
2016,26.8
2016,25.9
2016,25.4
2016,24.8
2016,25.6
2016,27.2
2016,27.3
2016,26.6
2016,26.0
2017,25.9
2017,24.3
2017,25.0
2017,24.4
2017,24.7
2017,26.9
2017,27.8
2017,25.9
2017,26.1
2017,25.8
2017,24.9
2017,25.8
2017,26.0
2017,24.4
2017,25.9
2017,26.0
2017,24.1
2017,26.2
2017,26.8
2017,24.2
2017,24.3
2017,26.7
2017,25.3
2017,25.1
2017,25.8
2017,26.2
2017,26.4
2017,25.8
2017,27.3
2017,26.5
2017,26.9
2017,26.4
2017,26.9
2017,26.1
2017,26.3
2017,25.8
2017,27.4
2017,27.5
2017,27.5
2017,25.6
2017,26.4
2017,27.1
2017,26.8
2017,26.6
2017,27.4
2017,27.0
2017,27.3
2017,26.7
2017,26.5
2017,27.2
2017,26.3
2017,27.6
2017,26.9
2017,26.1
2017,27.0
2017,26.6
2017,26.3
2017,26.7
2017,26.4
2017,28.0
2017,27.7
2017,27.2
2017,26.7
2017,26.8
2017,27.6
2017,25.4
2017,26.3
2017,27.4
2017,26.5
2017,27.1
2017,27.0
2017,27.9
2017,26.2
2017,28.0
2017,27.8
2017,27.7
2017,26.9
2017,27.4
2017,27.3
2017,28.3
2017,27.9
2017,27.9
2017,28.0
2017,27.0
2017,28.2
2017,29.1
2017,26.9
2017,26.7
2017,26.8
2017,26.7
2017,25.8
2017,25.9
2017,28.2
2017,28.7
2017,26.3
2017,26.6
2017,29.0
2017,27.7
2017,28.1
2017,28.5
2017,28.5
2017,27.5
2017,26.3
2017,26.3
2017,28.9
2017,26.8
2017,28.1
2017,28.6
2017,27.4
2017,26.0
2017,26.1
2017,25.1
2017,25.7
2017,27.7
2017,25.7
2017,27.1
2017,25.3
2017,27.5
2017,27.8
2017,26.7
2017,28.0
2017,27.7
2017,26.0
2017,27.7
2017,27.4
2017,28.1
2017,27.7
2017,26.1
2017,27.1
2017,28.0
2017,26.5
2017,26.9
2017,26.9
2017,25.6
2017,25.9
2017,25.6
2017,28.1
2017,28.0
2017,26.3
2017,27.3
2017,27.2
2017,25.4
2017,26.6
2017,26.7
2017,26.3
2017,26.1
2017,26.1
2017,27.5
2017,25.6
2017,25.2
2017,26.7
2017,27.2
2017,26.6
2017,27.2
2017,27.9
2017,26.4
2017,26.1
2017,25.5
2017,25.5
2017,25.3
2017,26.1
2017,24.5
2017,24.5
2017,24.8
2017,26.1
2017,26.3
2017,27.0
2017,27.1
2017,26.0
2017,24.8
2017,25.5
2017,24.3
2017,25.7
2017,25.3
2017,26.8
2017,25.9
2018,26.6
2018,25.9
2018,24.8
2018,25.8
2018,25.7
2018,26.2
2018,27.1
2018,25.8
2018,26.3
2018,27.1
2018,26.4
2018,25.9
2018,26.3
2018,27.4
2018,26.9
2018,26.8
2018,27.8
2018,27.6
2018,26.9
2018,26.0
2018,26.8
2018,27.0
2018,27.8
2018,27.1
2018,28.3
2018,27.8
2018,27.9
2018,27.6
2018,26.3
2018,27.6
2018,27.4
2018,26.8
